InstanceID,MaritalStatus,ApplicationMode,Course,DaytimeEveningAttendance,ApplicationOrder,PreviousQualification,Nationality,MothersQualification,FathersQualification,MothersOccupation,FathersOccupation,PreviousQualificationGrade,AdmissionGrade,Displaced,EducationalSpecialNeeds,Debtor,TuitionFeesUpToDate,Gender,ScholarshipHolder,International,AgeAtEnrollment,CurricularUnits1stSemCredited,CurricularUnits1stSemEnrolled,CurricularUnits1stSemEvaluations,CurricularUnits1stSemApproved,CurricularUnits1stSemGrade,CurricularUnits1stSemWithoutEvaluations,CurricularUnits2ndSemCredited,CurricularUnits2ndSemEnrolled,CurricularUnits2ndSemEvaluations,CurricularUnits2ndSemApproved,CurricularUnits2ndSemGrade,CurricularUnits2ndSemWithoutEvaluations,UnemploymentRate,InflationRate,GDP,Class
Student_01116,1,18,9500,1,1,1,1,38,37,9,7,124.0,119.3,1,0,0,1,0,0,0,19,0,8,8,8,13.11625,0,0,8,8,8,13.11625,0,9.4,-0.8,-3.12,2
Student_01117,1,1,9070,1,1,1,1,3,38,1,9,160.0,152.0,1,0,0,0,0,0,0,19,0,5,5,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0
Student_01118,1,1,9500,1,1,1,1,38,19,9,5,138.0,144.3,0,0,0,1,0,0,0,20,0,7,9,6,12.7,0,0,8,8,7,13.571428571428571,0,13.9,-0.3,0.79,2
Student_01119,1,39,9556,1,2,1,1,37,37,9,9,130.0,159.0,1,0,0,1,0,0,0,25,0,7,11,7,11.857142857142858,0,0,8,21,5,11.7,0,12.4,0.5,1.79,1
Student_01120,1,17,9500,1,1,1,1,19,38,5,9,127.0,129.5,1,0,0,1,0,1,0,20,0,7,7,6,12.333333333333334,0,0,7,7,6,12.333333333333334,0,7.6,2.6,0.32,2
Student_01121,1,39,9238,1,1,1,1,38,19,9,9,170.0,140.0,1,0,0,1,0,0,0,24,0,6,9,4,15.75,0,0,6,10,5,16.4,0,9.4,-0.8,-3.12,1
Student_01122,1,1,9670,1,3,1,1,1,1,5,5,111.0,105.4,0,0,0,1,0,0,0,20,0,5,6,5,13.333333333333334,0,0,5,6,5,13.2,0,7.6,2.6,0.32,2
Student_01123,1,42,9500,1,1,1,1,1,19,4,8,100.0,136.0,1,0,0,1,0,0,0,21,4,7,9,7,14.355555555555554,0,5,8,8,8,13.49375,0,15.5,2.8,-4.06,2
Student_01124,1,44,9003,1,1,39,1,37,38,9,9,160.0,160.0,0,0,1,1,0,1,0,19,0,6,8,6,13.0,0,0,6,11,5,13.0,0,15.5,2.8,-4.06,2
Student_01125,1,1,9773,1,1,1,1,38,37,9,9,152.0,139.1,0,0,0,1,0,1,0,19,0,6,6,6,12.833333333333334,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,2
Student_01126,1,1,9670,1,2,1,1,37,38,9,9,144.0,126.9,0,0,0,1,0,1,0,21,0,5,5,5,13.2,0,0,5,5,4,13.0,0,9.4,-0.8,-3.12,2
Student_01127,1,39,9500,1,1,3,1,3,37,2,10,133.8,184.0,0,0,0,1,0,0,0,28,0,7,9,7,17.005555555555556,0,1,8,9,8,16.582222222222224,0,15.5,2.8,-4.06,2
Student_01128,1,1,9238,1,1,1,1,37,38,9,9,125.0,125.0,1,0,1,0,0,1,0,19,0,6,8,5,10.6,0,0,6,8,5,11.0,0,10.8,1.4,1.74,2
Student_01129,1,1,9147,1,1,1,1,37,37,9,6,150.0,138.5,0,0,0,1,0,1,0,18,0,5,5,5,14.0,0,0,5,6,5,13.6,0,12.4,0.5,1.79,2
Student_01130,5,17,9500,1,5,1,1,37,38,5,8,143.0,133.5,1,0,0,1,0,1,0,18,0,8,8,7,12.114285714285714,0,0,8,8,7,12.114285714285714,0,12.7,3.7,-1.7,2
Student_01131,1,1,9500,1,3,1,1,19,37,7,7,145.0,141.5,1,0,0,1,0,1,0,18,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,9.4,-0.8,-3.12,2
Student_01132,1,42,9500,1,1,1,1,1,2,9,3,120.0,130.0,1,0,0,1,0,0,0,22,4,8,8,7,13.285714285714286,0,4,8,8,7,13.285714285714286,0,12.7,3.7,-1.7,2
Student_01133,1,1,9147,1,1,1,1,37,37,194,171,138.0,131.0,1,0,0,1,0,0,0,19,0,5,9,4,11.0,0,0,5,8,3,10.666666666666666,0,12.4,0.5,1.79,1
Student_01134,1,1,NA,1,1,1,1,19,1,9,5,145.0,145.0,0,0,0,1,0,1,0,NA,0,7,7,7,14.071428571428571,0,0,8,8,8,15.1625,0,13.9,-0.3,0.79,2
Student_01135,1,17,9254,1,1,1,1,37,37,5,6,122.0,114.3,0,0,0,0,0,0,0,20,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0
Student_01136,1,44,171,1,1,39,1,37,37,5,6,110.0,108.3,0,0,0,0,0,0,0,26,4,9,9,4,11.25,0,3,10,12,3,11.0,0,12.4,0.5,1.79,0
Student_01137,1,1,9070,1,3,1,1,37,38,9,9,136.0,125.2,1,0,0,1,0,1,0,18,0,6,6,6,14.0,0,0,6,8,6,13.625,0,10.8,1.4,1.74,2
Student_01138,1,1,9254,1,1,1,1,1,38,4,9,145.0,131.7,1,0,0,1,0,1,0,21,0,6,8,6,12.166666666666666,0,0,6,11,3,11.666666666666666,0,10.8,1.4,1.74,0
Student_01139,1,17,9500,1,4,1,1,38,37,3,3,141.0,126.3,1,0,0,1,0,0,0,18,0,8,8,7,13.297142857142855,0,0,8,8,7,13.297142857142855,0,10.8,1.4,1.74,2
Student_01140,1,1,9085,1,1,1,1,19,19,4,6,149.0,147.6,1,0,0,1,0,0,0,20,0,6,14,6,13.923076923076923,0,0,6,9,6,14.25,0,15.5,2.8,-4.06,2
Student_01141,1,1,9500,1,6,1,1,38,19,5,6,130.0,125.1,1,0,0,1,0,0,0,18,0,7,11,7,13.37,0,0,8,13,7,12.833333333333334,0,15.5,2.8,-4.06,2
Student_01142,1,17,9147,1,6,1,1,19,38,7,9,121.0,123.8,0,0,0,1,0,1,0,19,0,5,5,5,12.4,0,0,5,8,3,11.0,0,12.7,3.7,-1.7,1
Student_01143,1,1,9670,1,1,1,1,1,1,2,2,128.0,130.8,1,0,0,1,0,0,0,20,0,5,5,4,15.0,0,0,5,5,4,13.75,0,7.6,2.6,0.32,0
Student_01144,NA,NA,9853,1,1,1,1,19,19,9,5,152.0,154.1,0,0,1,1,0,1,0,18,0,6,6,6,13.333333333333334,0,0,6,7,6,12.571428571428571,0,12.7,3.7,-1.7,2
Student_01145,1,16,9147,1,2,1,1,37,37,9,9,132.0,122.6,1,0,0,1,0,1,0,20,0,5,8,3,12.0,0,0,5,9,4,12.625,0,10.8,1.4,1.74,1
Student_01146,1,1,8014,0,2,1,1,19,11,0,0,107.0,103.5,1,0,0,1,0,0,0,22,0,6,7,5,13.4,0,0,6,9,5,12.2,0,7.6,2.6,0.32,2
Student_01147,1,1,171,1,1,1,1,19,38,4,5,131.0,132.8,1,0,0,1,0,0,0,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,1
Student_01148,1,51,9991,0,1,1,1,19,38,5,7,141.0,100.0,0,0,0,1,0,0,0,21,1,5,9,4,11.5,0,1,5,5,5,11.4,0,8.9,1.4,3.51,2
Student_01149,1,18,9853,1,2,1,NA,1,1,9,0,120.0,115.8,0,0,0,1,0,0,0,18,0,7,12,6,12.0,0,0,7,11,6,12.166666666666666,0,13.9,-0.3,0.79,1
Student_01150,1,1,9500,1,1,1,1,19,19,4,4,148.0,133.8,0,0,0,1,0,0,0,18,0,8,8,7,13.485714285714284,0,0,8,8,7,13.485714285714284,0,12.7,3.7,-1.7,2
Student_01151,1,1,9070,1,1,1,1,12,19,4,5,130.0,118.5,0,1,0,1,0,1,0,18,0,6,6,6,12.0,0,0,6,8,6,11.285714285714286,0,8.9,1.4,3.51,2
Student_01152,1,17,171,1,1,1,1,37,37,9,1,145.0,150.3,1,0,0,1,0,0,0,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0
Student_01153,1,17,9147,1,3,1,1,1,19,3,5,112.0,107.8,1,0,0,1,0,0,0,19,0,5,7,3,10.333333333333334,0,0,5,11,3,14.428571428571429,0,10.8,1.4,1.74,1
Student_01154,1,1,9500,1,1,1,1,38,1,9,4,138.0,127.5,1,0,0,1,0,0,0,19,0,7,10,5,12.94,0,0,7,7,5,13.76,0,16.2,0.3,-0.92,1
Student_01155,1,1,9500,1,3,1,1,1,37,7,7,135.0,120.5,1,0,0,1,0,0,0,19,0,8,11,7,13.258571428571427,0,0,8,11,7,13.258571428571427,0,10.8,1.4,1.74,2
Student_01156,1,1,9147,1,1,1,1,1,2,10,10,118.0,117.3,1,0,0,1,0,0,0,19,0,5,9,4,12.25,0,0,5,10,4,12.0,0,8.9,1.4,3.51,1
Student_01157,1,17,9254,1,1,1,1,38,37,9,7,123.0,120.6,1,0,0,0,0,0,0,19,0,6,9,3,11.666666666666666,0,0,6,15,1,10.0,0,10.8,1.4,1.74,0
Student_01158,1,16,9254,1,4,1,1,38,37,9,7,126.0,118.7,1,0,0,1,0,1,0,21,0,6,7,6,13.571428571428571,0,0,6,6,6,12.5,0,8.9,1.4,3.51,2
Student_01159,1,1,9773,1,2,1,41,1,37,9,7,150.0,130.8,0,0,0,1,0,1,1,20,0,6,9,5,11.8,0,0,6,9,5,11.833333333333334,0,15.5,2.8,-4.06,2
Student_01160,1,1,9147,1,1,1,1,19,19,3,9,121.0,112.6,1,0,0,1,0,1,0,20,0,5,7,5,14.2,0,0,5,7,5,13.285714285714286,0,11.1,0.6,2.02,2
Student_01161,1,39,9991,0,1,19,1,37,37,9,9,133.1,117.2,0,0,0,1,0,0,0,41,0,5,8,5,11.0,0,0,5,6,5,11.8,1,7.6,2.6,0.32,2
Student_01162,4,7,9500,1,1,40,1,37,37,3,3,130.0,130.0,1,0,0,1,0,0,0,32,0,7,16,4,13.625,0,0,7,8,7,12.6375,0,12.4,0.5,1.79,1
Student_01163,1,17,9500,1,3,1,1,38,1,9,5,139.0,131.8,1,0,0,1,0,0,0,18,0,8,8,7,14.652857142857142,0,0,8,8,7,14.652857142857142,0,10.8,1.4,1.74,2
Student_01164,4,39,8014,0,1,1,1,37,37,3,4,160.0,97.0,0,0,0,1,0,1,0,35,0,6,9,6,11.333333333333334,0,0,6,6,6,11.333333333333334,0,15.5,2.8,-4.06,2
Student_01165,1,39,9500,1,1,1,1,37,37,9,9,110.0,130.0,0,0,1,0,0,0,0,32,0,7,12,4,13.7,0,0,7,7,0,0.0,0,16.2,0.3,-0.92,0
Student_01166,1,39,8014,0,1,40,1,19,37,5,9,140.0,148.0,0,0,0,1,0,0,0,37,7,11,11,11,13.727272727272728,0,4,8,8,8,14.75,0,12.4,0.5,1.79,2
Student_01167,2,39,9147,1,2,3,1,3,37,9,9,130.0,103.4,0,0,0,1,0,0,0,30,4,7,9,7,11.75,0,3,8,12,7,11.142857142857142,0,12.7,3.7,-1.7,0
Student_01168,1,43,9773,1,2,1,1,19,19,0,0,132.0,127.1,0,0,0,1,1,0,0,23,0,6,9,6,12.333333333333334,0,0,6,11,5,13.0,0,7.6,2.6,0.32,2
Student_01169,1,17,9773,1,2,1,1,3,1,2,7,139.0,124.0,1,0,0,1,0,1,0,20,0,6,6,6,14.0,0,0,6,7,6,13.857142857142858,0,15.5,2.8,-4.06,0
Student_01170,1,1,9670,1,1,1,1,19,37,5,7,135.0,121.4,0,0,0,1,1,0,0,21,0,5,7,4,11.5,0,0,5,6,4,11.75,0,9.4,-0.8,-3.12,2
Student_01171,1,NA,9147,1,1,1,1,38,19,5,7,117.0,118.1,0,0,0,1,1,0,0,19,0,5,6,5,11.2,0,0,5,5,5,13.2,0,12.4,0.5,1.79,2
Student_01172,1,17,9500,1,4,1,1,1,19,4,3,137.0,121.3,1,0,0,1,1,1,0,18,0,8,8,7,15.07,0,0,8,8,7,15.07,0,10.8,1.4,1.74,2
Student_01173,1,42,9119,1,1,1,1,34,34,0,0,144.0,119.5,0,0,0,1,1,0,0,18,0,5,6,1,10.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,0
Student_01174,1,39,9991,0,1,1,1,1,1,4,10,130.0,115.2,0,0,0,1,1,0,0,24,0,5,5,4,12.0,0,0,5,6,5,12.666666666666666,0,12.4,0.5,1.79,1
Student_01175,1,18,9670,1,1,1,1,1,37,9,9,140.0,130.2,1,0,0,1,1,0,0,22,0,6,11,4,13.0,0,0,6,11,4,12.6,0,12.7,3.7,-1.7,2
Student_01176,1,17,9254,1,4,1,1,19,1,5,5,130.0,130.0,1,0,0,1,1,0,0,18,0,6,7,4,11.0,0,0,6,7,3,11.25,0,16.2,0.3,-0.92,0
Student_01177,1,16,9238,1,2,1,1,37,37,5,6,130.0,126.9,1,0,0,1,0,0,0,18,0,6,8,6,13.571428571428571,0,0,6,11,5,12.166666666666666,0,9.4,-0.8,-3.12,2
Student_01178,1,1,9070,1,2,1,101,2,1,9,1,152.0,168.5,1,0,0,1,1,0,1,21,0,6,7,5,14.6,0,0,6,6,5,14.2,0,16.2,0.3,-0.92,2
Student_01179,4,39,9500,1,1,1,1,37,37,9,9,133.1,130.0,0,0,1,1,0,0,0,38,0,7,13,3,11.833333333333334,0,0,7,14,2,10.0,0,16.2,0.3,-0.92,0
Student_01180,1,18,9556,1,1,1,1,38,37,9,9,140.0,122.8,0,0,0,1,0,1,0,19,0,7,11,7,12.625,0,0,8,11,8,12.5125,0,12.7,3.7,-1.7,2
Student_01181,6,39,9500,1,1,1,1,37,37,9,9,133.1,110.0,0,0,0,1,0,0,0,36,0,7,12,4,11.5,0,0,7,14,3,12.333333333333334,0,16.2,0.3,-0.92,0
Student_01182,1,16,9085,1,1,1,1,1,1,9,9,140.0,127.1,1,0,0,1,0,0,0,18,0,5,8,4,13.25,1,0,5,10,4,10.5,0,12.7,3.7,-1.7,2
Student_01183,1,1,9500,1,3,1,1,19,19,5,5,133.1,108.5,1,0,0,1,0,0,0,19,0,7,9,7,12.60625,0,0,8,12,6,11.9,0,12.4,0.5,1.79,2
Student_01184,1,53,9085,1,1,42,1,19,38,9,9,140.0,138.2,0,0,1,0,0,0,0,21,7,10,15,8,13.75,0,4,9,17,5,13.2,0,8.9,1.4,3.51,0
Student_01185,1,1,9500,1,2,1,1,19,38,192,192,133.1,96.0,1,0,0,1,0,0,0,19,0,7,10,6,13.598333333333334,0,0,8,11,6,11.933333333333332,0,11.1,0.6,2.02,1
Student_01186,1,1,9238,1,1,1,1,19,19,9,9,135.0,124.5,0,0,0,1,0,1,0,18,0,6,11,5,11.142857142857142,0,0,6,8,6,12.285714285714286,0,16.2,0.3,-0.92,2
Student_01187,2,7,9500,1,1,3,1,37,19,9,7,120.0,120.0,1,0,0,1,0,0,0,45,7,11,11,11,12.7,0,6,10,12,10,12.96818181818182,0,13.9,-0.3,0.79,1
Student_01188,1,17,9147,1,1,1,1,37,37,9,7,140.0,132.3,1,0,0,1,0,0,0,20,0,5,9,1,10.0,0,0,5,10,1,11.0,0,7.6,2.6,0.32,0
Student_01189,1,17,9254,1,1,1,1,19,1,5,7,128.0,120.7,1,0,1,1,0,0,0,18,0,6,8,6,11.666666666666666,0,0,6,10,4,11.5,0,13.9,-0.3,0.79,2
Student_01190,1,1,9670,1,1,1,1,1,19,4,4,141.0,132.6,0,0,0,1,0,1,0,18,0,6,8,6,14.0,0,0,6,7,6,13.142857142857142,0,11.1,0.6,2.02,2
Student_01191,1,7,9130,1,2,3,1,34,34,0,0,140.0,140.0,0,0,0,1,0,0,0,25,0,5,9,0,0.0,4,0,5,9,0,0.0,3,10.8,1.4,1.74,0
Student_01192,1,1,9500,1,6,1,1,1,1,4,4,139.0,124.5,1,0,0,1,0,0,0,19,0,8,9,7,12.04142857142857,0,0,8,9,7,12.04142857142857,0,10.8,1.4,1.74,2
Student_01193,1,1,171,1,1,1,1,19,19,7,7,142.0,142.0,1,0,0,1,0,1,0,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,2
Student_01194,1,7,9254,1,1,40,1,1,1,3,6,130.0,130.0,0,0,0,1,0,0,0,39,12,13,14,13,13.76923076923077,0,9,12,16,12,14.583333333333334,0,13.9,-0.3,0.79,2
Student_01195,2,39,9003,1,1,1,1,38,37,9,9,130.0,144.0,0,0,0,1,0,0,0,29,13,18,20,18,15.444444444444445,0,11,13,13,13,15.307692307692308,0,15.5,2.8,-4.06,2
Student_01196,1,17,9853,1,1,1,1,19,19,4,7,125.0,128.5,1,0,0,1,0,0,0,18,0,7,9,6,11.5,0,0,7,8,7,12.714285714285714,0,13.9,-0.3,0.79,1
Student_01197,1,7,9070,1,1,3,1,37,2,9,3,140.0,140.0,0,0,0,0,0,0,0,23,0,3,3,2,10.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0
Student_01198,1,42,9853,1,1,1,1,1,37,5,5,120.0,113.9,1,0,0,1,0,0,0,21,0,6,8,4,12.25,0,0,6,13,3,10.333333333333334,0,12.7,3.7,-1.7,0
Student_01199,1,1,9238,1,1,1,1,1,19,4,4,147.0,137.2,0,0,0,0,0,0,0,18,0,6,6,6,14.5,0,0,6,6,6,15.166666666666666,0,10.8,1.4,1.74,2
Student_01200,1,7,9085,1,1,40,1,1,19,5,5,140.0,140.0,1,0,0,1,0,0,0,23,0,6,7,6,15.571428571428571,0,0,6,8,6,16.375,0,12.4,0.5,1.79,2
Student_01201,1,1,9130,1,1,1,1,1,19,4,4,161.0,152.3,0,0,0,1,0,0,0,18,0,6,7,6,15.571428571428571,0,0,6,7,6,14.714285714285714,0,11.1,0.6,2.02,2
Student_01202,2,39,8014,0,1,19,1,37,37,4,8,133.1,112.5,0,0,0,1,0,0,0,32,0,6,8,5,13.8,0,0,6,7,6,12.166666666666666,0,9.4,-0.8,-3.12,2
Student_01203,2,39,9147,1,2,1,1,19,37,9,7,150.0,101.0,0,0,1,0,0,0,0,29,0,5,8,3,10.666666666666666,0,0,5,14,2,14.8,0,10.8,1.4,1.74,0
Student_01204,1,1,9238,1,6,1,1,1,38,194,163,113.0,112.3,1,0,1,1,0,1,0,20,0,6,8,5,11.6,0,0,6,8,4,11.75,0,8.9,1.4,3.51,2
Student_01205,1,39,9238,1,1,1,1,34,34,0,0,140.0,114.0,1,0,0,0,0,0,0,28,0,6,11,1,13.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,0
Student_01206,1,7,9147,1,1,3,1,38,38,1,9,130.0,130.0,0,0,0,1,0,0,0,27,0,5,9,3,12.0,0,0,5,11,4,13.625,0,10.8,1.4,1.74,2
Student_01207,1,43,9500,1,2,1,1,37,34,90,0,120.0,121.5,0,0,1,1,0,0,0,22,11,14,14,12,12.333333333333334,2,11,14,14,12,12.333333333333334,2,7.6,2.6,0.32,2
Student_01208,2,39,9003,1,1,19,1,19,37,9,10,133.1,NA,0,0,1,1,0,0,0,37,0,6,10,6,12.875,0,0,6,12,6,12.9,0,16.2,0.3,-0.92,1
Student_01209,1,7,8014,0,1,3,1,37,38,0,5,130.0,NA,0,0,0,0,0,0,0,28,0,6,12,1,11.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,0
Student_01210,2,39,9003,1,1,1,1,37,37,9,9,120.0,125.7,0,0,1,0,0,0,0,43,0,6,10,4,12.25,0,0,6,13,4,10.5,0,8.9,1.4,3.51,0
Student_01211,1,43,9556,1,1,1,1,37,37,9,9,140.0,128.0,1,0,0,0,0,0,0,32,0,7,7,0,0.0,7,0,8,8,0,0.0,7,10.8,1.4,1.74,0
Student_01212,1,17,9238,1,1,1,1,1,1,9,9,123.0,113.2,0,0,0,1,0,1,0,20,0,6,11,4,10.75,0,0,6,13,5,11.5,0,15.5,2.8,-4.06,1
Student_01213,4,39,9500,1,1,19,1,38,1,9,4,133.1,120.0,0,0,0,1,0,1,0,35,0,8,9,8,13.63,1,0,8,9,8,13.63,1,9.4,-0.8,-3.12,2
Student_01214,1,1,9670,1,1,1,1,37,37,0,0,130.0,117.8,1,0,0,NA,0,0,0,21,0,5,8,3,13.0,0,0,5,7,4,11.5,1,7.6,2.6,0.32,2
Student_01215,1,1,9500,1,4,1,1,19,19,7,9,126.0,121.3,1,0,0,1,0,1,0,18,0,7,9,6,13.533333333333331,0,0,7,7,7,12.228571428571428,0,12.4,0.5,1.79,1
Student_01216,1,1,9500,1,1,1,1,3,38,3,7,176.0,169.7,0,0,0,1,0,1,0,18,0,7,7,7,16.9,0,0,8,9,8,16.37777777777778,0,16.2,0.3,-0.92,2
Student_01217,1,17,9238,1,4,1,1,19,19,5,8,124.0,117.7,1,0,0,1,0,0,0,18,0,6,10,5,12.0,0,0,6,11,4,12.0,0,16.2,0.3,-0.92,2
Student_01218,1,44,8014,0,1,39,1,19,37,7,6,120.0,121.8,1,0,0,1,0,0,0,22,3,6,6,6,12.5,0,2,6,7,6,13.285714285714286,0,12.4,0.5,1.79,2
Student_01219,1,1,9500,1,2,1,1,1,1,4,10,140.0,128.3,1,0,0,1,0,0,0,19,0,8,8,7,12.764285714285714,0,0,8,8,7,12.764285714285714,0,10.8,1.4,1.74,2
Student_01220,1,18,9147,1,2,1,1,19,38,9,7,143.0,132.2,1,0,0,1,0,1,0,18,0,5,8,5,13.75,0,0,5,6,5,12.166666666666666,0,13.9,-0.3,0.79,2
Student_01221,1,1,171,1,2,1,1,39,1,3,4,136.0,134.3,1,0,1,1,0,0,0,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,0
Student_01222,1,1,9500,1,1,1,1,19,1,9,5,132.0,123.4,0,0,0,NA,0,1,0,18,0,7,7,7,14.604285714285712,0,0,8,9,8,15.68333333333333,0,11.1,0.6,2.02,2
Student_01223,2,39,9991,0,1,19,1,19,39,5,3,133.1,121.7,0,0,1,0,0,0,0,31,0,5,7,0,0.0,0,0,5,7,0,0.0,0,16.2,0.3,-0.92,0
Student_01224,2,39,8014,0,1,19,1,1,19,1,5,100.0,130.0,0,0,1,1,0,1,0,33,0,6,9,5,13.833333333333334,0,0,6,7,6,12.5,0,9.4,-0.8,-3.12,2
Student_01225,1,1,9500,1,3,1,1,19,38,7,7,137.0,126.5,1,0,0,1,0,1,0,19,0,8,8,8,13.57625,0,0,8,8,8,13.57625,0,9.4,-0.8,-3.12,2
Student_01226,1,17,9238,1,1,1,1,38,38,7,7,153.0,159.7,1,0,0,1,0,1,0,18,0,6,7,6,15.142857142857142,0,0,6,6,6,15.833333333333334,0,12.7,3.7,-1.7,2
Student_01227,1,1,9147,1,1,1,1,9,19,4,3,160.0,151.3,0,0,0,1,0,0,0,23,0,5,8,3,10.666666666666666,0,0,5,8,5,11.6,0,7.6,2.6,0.32,2
Student_01228,1,17,9238,1,1,1,1,38,38,5,7,145.0,138.0,1,0,0,1,0,0,0,20,0,6,11,5,11.2,0,0,6,6,6,12.0,0,9.4,-0.8,-3.12,2
Student_01229,1,1,9500,1,5,1,1,38,38,4,8,137.0,126.5,1,0,0,1,0,0,0,18,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,2
Student_01230,1,53,9085,1,1,42,1,1,1,4,3,140.0,140.0,1,0,1,1,0,0,0,21,7,9,10,8,13.25,0,4,9,14,5,12.2,0,8.9,1.4,3.51,1
Student_01231,1,1,9238,1,1,1,1,19,38,5,6,120.0,112.3,0,0,0,1,0,1,0,22,0,6,10,5,10.714285714285714,0,0,6,10,5,12.2,0,12.7,3.7,-1.7,2
Student_01232,1,1,9238,1,1,1,1,1,19,4,4,122.0,127.3,1,0,1,1,0,0,0,20,0,6,6,6,12.166666666666666,0,0,6,7,6,11.666666666666666,0,9.4,-0.8,-3.12,2
Student_01233,1,7,9500,1,1,3,1,19,38,4,10,130.0,130.0,1,0,0,1,0,0,0,23,1,7,8,6,14.357142857142858,0,1,7,8,6,14.357142857142858,0,7.6,2.6,0.32,2
Student_01234,1,17,9773,1,2,1,1,3,1,4,5,133.1,115.0,1,0,0,1,0,0,0,19,0,6,6,6,12.833333333333334,0,0,6,6,6,12.666666666666666,0,16.2,0.3,-0.92,2
Student_01235,1,17,9500,1,6,1,1,1,37,1,1,150.0,131.5,1,0,0,1,0,0,0,19,0,8,8,7,13.925714285714283,0,0,8,8,7,13.925714285714283,0,10.8,1.4,1.74,2
Student_01236,1,39,9991,0,1,1,1,19,38,7,4,133.1,125.7,0,0,0,1,0,0,0,NA,0,5,9,2,12.0,0,0,5,9,3,11.0,0,10.8,1.4,1.74,0
Student_01237,1,1,9500,1,6,1,1,1,37,4,3,141.0,126.8,1,0,0,1,0,0,0,18,0,7,7,7,13.44285714285714,0,0,8,9,8,13.744444444444444,0,16.2,0.3,-0.92,2
Student_01238,1,18,9119,1,1,1,1,1,37,7,7,146.0,132.4,1,0,0,1,1,0,0,18,0,5,5,1,16.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,0
Student_01239,1,44,9003,1,1,39,1,38,37,9,9,150.0,150.0,1,0,0,1,1,0,0,20,0,6,8,6,13.125,0,0,6,10,6,13.2,0,16.2,0.3,-0.92,2
Student_01240,1,1,9670,1,1,1,1,3,1,4,4,133.1,95.0,0,0,0,1,1,0,0,19,0,6,7,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,0
Student_01241,1,43,9991,0,1,1,1,37,37,9,9,120.0,128.2,0,0,0,0,1,0,0,32,5,9,9,5,11.4,0,4,4,4,4,11.0,0,10.8,1.4,1.74,0
Student_01242,2,39,9130,1,1,1,1,19,19,4,4,150.0,130.0,0,0,0,0,1,0,0,31,0,4,12,2,11.0,2,0,5,9,3,11.666666666666666,0,9.4,-0.8,-3.12,0
Student_01243,1,39,9119,1,1,19,1,1,19,4,5,133.1,100.0,0,0,0,1,1,0,0,25,0,5,13,1,11.0,0,0,5,11,1,10.0,0,13.9,-0.3,0.79,1
Student_01244,1,42,9085,1,1,39,1,19,3,9,1,140.0,159.9,1,0,0,1,0,0,0,21,2,6,14,5,13.666666666666666,0,2,6,10,5,13.0,0,16.2,0.3,-0.92,2
Student_01245,2,43,9991,0,1,1,1,37,37,4,9,140.0,100.0,0,0,0,0,0,0,0,31,2,6,10,4,11.75,0,0,5,6,1,10.0,0,12.7,3.7,-1.7,0
Student_01246,2,39,9853,1,1,1,1,37,37,5,5,133.1,116.5,0,0,0,1,0,0,0,34,0,7,11,1,10.0,0,0,7,7,1,13.0,0,16.2,0.3,-0.92,0
Student_01247,1,1,9238,1,1,1,1,19,19,9,9,128.0,120.0,0,0,0,1,0,1,0,18,0,6,8,6,13.5,0,0,6,9,6,12.833333333333334,0,11.1,0.6,2.02,2
Student_01248,1,1,9238,1,3,1,1,19,19,9,9,117.0,117.0,1,0,1,1,0,0,0,19,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,0
Student_01249,1,53,9670,1,1,42,1,19,37,3,6,140.0,140.0,1,0,1,1,0,0,0,21,0,6,12,1,NA,0,0,6,11,1,11.0,0,8.9,1.4,3.51,1
Student_01250,1,1,9853,1,2,1,1,38,37,5,3,124.0,118.1,1,0,0,0,0,0,0,18,0,6,11,3,13.0,0,0,6,10,5,11.8,0,9.4,-0.8,-3.12,0
Student_01251,1,1,9254,1,1,1,1,19,39,4,8,158.0,153.5,1,0,0,1,0,0,0,20,0,6,7,6,14.833333333333334,0,0,6,6,6,16.0,0,11.1,0.6,2.02,2
Student_01252,1,43,9773,1,1,1,1,38,37,9,5,137.0,127.9,1,0,0,1,0,0,0,NA,0,6,6,6,11.833333333333334,0,0,6,7,6,12.857142857142858,0,15.5,2.8,-4.06,2
